epoch,train_loss,val_loss,val_f1,val_auc
0,0.6977324485778809,0.6817731261253357,0.6666666666666666,0.6997853827160494
1,0.6821994781494141,0.6689777374267578,0.6668642560758743,0.7362634074074075
2,0.6688562035560608,0.6572564244270325,0.6705409029950827,0.7538601481481481
3,0.656756579875946,0.6463668346405029,0.6832317073170732,0.7760926419753086
4,0.6452481150627136,0.6360664963722229,0.6944041283663925,0.7816691358024692
5,0.6351171731948853,0.6263365745544434,0.7068753296993142,0.7831271111111111
6,0.6250923275947571,0.6172156929969788,0.7064620049270419,0.7823624691358024
7,0.6161714196205139,0.6084983348846436,0.7141420237376785,0.7823286913580249
8,0.6069113612174988,0.5999919772148132,0.7319957761351636,0.782842074074074
9,0.5979999303817749,0.5915594696998596,0.7498344005299183,0.7848406913580247
10,0.5901719927787781,0.5830855965614319,0.7581521739130435,0.7884773333333333
11,0.5813459753990173,0.5744621157646179,0.7581013235965313,0.793400888888889
12,0.5723611116409302,0.5656498074531555,0.7618164967562558,0.799466074074074
13,0.5633199214935303,0.556524932384491,0.7640918580375783,0.806084938271605
14,0.5547295212745667,0.5470679402351379,0.7631027253668763,0.8140711111111111
15,0.545441210269928,0.5372172594070435,0.7676532276858541,0.8222169876543209
16,0.5370888113975525,0.5269542932510376,0.7727910238429172,0.831557135802469
17,0.5265137553215027,0.516235888004303,0.7779593742703712,0.8413457777777777
18,0.5152381658554077,0.5051451921463013,0.7826490373463234,0.8519205925925927
19,0.503510594367981,0.49393001198768616,0.7886870544952863,0.8630623209876543
20,0.49341094493865967,0.48272591829299927,0.7977194982896237,0.87214587654321
21,0.4818231463432312,0.47202354669570923,0.8151680290644868,0.8789743209876543
22,0.47271692752838135,0.4619656503200531,0.821806713223699,0.8839609876543211
23,0.46092405915260315,0.45259395241737366,0.8276324614352784,0.8872165925925927
24,0.45208752155303955,0.4436695873737335,0.833185053380783,0.8897064691358024
25,0.4441983699798584,0.434919148683548,0.8353927625772286,0.8917137777777777
26,0.434648334980011,0.42636099457740784,0.8348401323042999,0.8938607407407408
27,0.42579758167266846,0.41816890239715576,0.8352134483521345,0.8962207407407408
28,0.4174824655056,0.410608172416687,0.8358407079646017,0.898360987654321
29,0.41112127900123596,0.4037671387195587,0.834072759538598,0.9007344197530864
30,0.4037940800189972,0.39754173159599304,0.8325550366911274,0.9031542716049382
31,0.3946276605129242,0.39160850644111633,0.8319534571492504,0.9053430123456792
32,0.38757583498954773,0.3858126103878021,0.8326987681970884,0.9075778765432099
33,0.3844810128211975,0.3798527419567108,0.836866770810087,0.9102116543209877
34,0.3735251724720001,0.37375494837760925,0.8399380119548373,0.9128924444444444
35,0.3703462481498718,0.36769014596939087,0.8437086092715231,0.9158416790123457
36,0.3631213307380676,0.361849308013916,0.8503833515881709,0.918525037037037
37,0.35775837302207947,0.3564153015613556,0.8523151195962256,0.9215674074074074
38,0.3513277471065521,0.35120007395744324,0.854390190497044,0.9240706172839507
39,0.3470577299594879,0.3462526500225067,0.856456194013546,0.9261268148148147
40,0.3424510955810547,0.3416288495063782,0.8573307034845496,0.9280201481481481
41,0.3370923101902008,0.3374541699886322,0.8592200925313945,0.9299713580246913
42,0.3319365084171295,0.33355316519737244,0.8617420066152149,0.9316772345679012
43,0.3295497000217438,0.32974952459335327,0.8632554036171152,0.933362962962963
44,0.3255161941051483,0.32602494955062866,0.8649723756906077,0.9351246419753085
45,0.32148516178131104,0.3223809003829956,0.8653079308817013,0.9367475555555557
46,0.3167829215526581,0.31871429085731506,0.8688162544169611,0.9380072098765433
47,0.31554165482521057,0.31525588035583496,0.8701584507042254,0.939218172839506
48,0.3104932904243469,0.31205815076828003,0.8710954685437747,0.9403505185185186
49,0.3080448806285858,0.30915185809135437,0.8717156105100463,0.941465086419753
50,0.30508315563201904,0.3060481548309326,0.8738718908210433,0.9425823209876543
51,0.30232474207878113,0.30324587225914,0.875716174526223,0.9435903209876544
52,0.2987757623195648,0.30082035064697266,0.8769366976538291,0.9445902222222221
53,0.2954152822494507,0.2981266677379608,0.8774790656676951,0.9455223703703705
54,0.29311603307724,0.2955661714076996,0.8784261715296198,0.9464661728395061
55,0.2909039258956909,0.292822003364563,0.8791694278771813,0.9474207407407408
56,0.28729701042175293,0.28991076350212097,0.880968096809681,0.9484867160493825
57,0.2840713858604431,0.2872965633869171,0.88140101972955,0.9495767901234569
58,0.28239771723747253,0.2840302288532257,0.8830138797091871,0.950715950617284
59,0.2787245512008667,0.28116726875305176,0.8832710485821059,0.9518088888888889
60,0.27618443965911865,0.2786220610141754,0.8847946725860155,0.952799901234568
61,0.2738930284976959,0.27558451890945435,0.8877123317891021,0.9538539259259259
62,0.2720317840576172,0.27283042669296265,0.8896749944726952,0.9548297283950616
63,0.26778465509414673,0.27050697803497314,0.8880480747829957,0.9556426666666666
64,0.26482996344566345,0.2677513659000397,0.8909492273730685,0.9565329382716049
65,0.2636635899543762,0.26523056626319885,0.8905660377358491,0.957406024691358
66,0.2609976828098297,0.2628776729106903,0.889432703003337,0.9582293333333334
67,0.2580922245979309,0.26029008626937866,0.8931011681728014,0.959061925925926
68,0.2555018961429596,0.2579844892024994,0.8924444444444445,0.9598918518518519
69,0.25334495306015015,0.25527334213256836,0.8929677134011499,0.960683061728395
70,0.25109803676605225,0.2528492212295532,0.8964908408739792,0.9614026666666666
71,0.24809417128562927,0.2506306767463684,0.896827157754604,0.9621318518518519
72,0.24648481607437134,0.24806569516658783,0.899624972424443,0.9628445432098766
73,0.24435895681381226,0.24576370418071747,0.898936170212766,0.963563061728395
74,0.2426658272743225,0.24344956874847412,0.9007971656333038,0.9642854320987655
75,0.2403254210948944,0.24113667011260986,0.9021691013722887,0.9649985185185185
76,0.23775508999824524,0.23886710405349731,0.9032971896437265,0.9656750617283951
77,0.23456822335720062,0.2367657572031021,0.9041583277740716,0.9663144691358024
78,0.23338325321674347,0.23460668325424194,0.9043093922651934,0.9668986666666668
79,0.23101840913295746,0.2326061725616455,0.9052396878483835,0.9676006913580247
80,0.2303745299577713,0.23019884526729584,0.9067552602436323,0.9682167901234568
81,0.22776971757411957,0.22799278795719147,0.9064587973273942,0.9688683456790124
82,0.22633621096611023,0.22597219049930573,0.9077128845296478,0.9694775308641975
83,0.2222972959280014,0.224012091755867,0.9096158116811015,0.970052938271605
84,0.22259646654129028,0.2222995012998581,0.9074280615659157,0.9705389629629628
85,0.22066068649291992,0.22050198912620544,0.9123505976095617,0.9710484938271605
86,0.21855013072490692,0.2186896950006485,0.9069767441860465,0.9716189629629629
87,0.21669957041740417,0.21650689840316772,0.9116733244562805,0.9721134814814815
88,0.2156684845685959,0.21471863985061646,0.912405513561583,0.9725961481481481
89,0.21238629519939423,0.21335645020008087,0.9116071428571428,0.9729749135802468
90,0.2111481875181198,0.21187689900398254,0.9141972578505086,0.9733783703703703
91,0.20956872403621674,0.21023502945899963,0.9109176155391828,0.9738275555555556
92,0.20831449329853058,0.20821967720985413,0.914095449500555,0.9742938271604936
93,0.2073977142572403,0.20665006339550018,0.914095449500555,0.9746911604938272
94,0.20550905168056488,0.20529498159885406,0.9138276553106213,0.974988148148148
95,0.20492160320281982,0.20384664833545685,0.9138925876608965,0.9753503209876543
96,0.20203141868114471,0.20246444642543793,0.914997774810859,0.9756326913580246
97,0.2025989294052124,0.20102976262569427,0.9148699711046899,0.9759581234567901
98,0.20010003447532654,0.19960391521453857,0.9153897401732178,0.9762818765432099
99,0.19869516789913177,0.19835489988327026,0.9166295140436915,0.9765899259259259
100,0.19657166302204132,0.19694627821445465,0.916833000665336,0.976921975308642
101,0.19600152969360352,0.19551581144332886,0.9179452968645764,0.9772285432098765
102,0.19430814683437347,0.1943555325269699,0.9183764495985727,0.9775450864197531
103,0.1934691220521927,0.19314661622047424,0.9190507873142604,0.9778115555555555
104,0.1920585036277771,0.1919824630022049,0.9195453532427011,0.9780811851851852
105,0.19144758582115173,0.1908656656742096,0.9197956009775605,0.9782894814814815
106,0.19035546481609344,0.18981319665908813,0.9208537127612272,0.9785214814814814
107,0.18898393213748932,0.18871723115444183,0.9218436873747495,0.9787743209876543
108,0.18807768821716309,0.1875157207250595,0.9215381195821294,0.9790525432098766
109,0.1877075433731079,0.1863776594400406,0.9225289403383793,0.9792995555555555
110,0.18517521023750305,0.18539807200431824,0.9229741763134461,0.9795047901234568
